poste,entreprise,lieu,salary_min,salary_max,currency,description,source,pays
Data Scientist - IA et Machine Learning F/H,Nextgen RH,"Montfort-l'Amaury, Rambouillet",42000,48000,,"Notre pôle Inclusion et Diversité, spécialisé dans le recrutement de personnes en situation de handicap , accompagne un groupe international reconnu pour ses solutions innovantes dans les univers virtuels dédiés à la conception, la fabrication et la maintenance de produits. Dans un contexte de structuration de ses réseaux de recherche et d'accélération de son impact technologique, notre client recherche aujourd'hui un(e) : Data Scientist (H/F) CDI - PARIS SUD - A PARTIR DE 42K Rattaché au dépar…",adzuna_api,fr
"Développeur en Intelligence Artificielle / Machine Learning (LLM, NLP)-ASAP",Twenty One Talents,"1er Arrondissement, Paris",400,700,,"Présentation de la société Une structure dynamique et innovante, leader dans le domaine des médias et du numérique, recherche un expert en intelligence artificielle pour renforcer son équipe IA transverse. Cette mission s'inscrit dans un contexte stratégique visant à intégrer des solutions IA avancées au sein des produits numériques de l’entreprise. Description Dans un environnement technique exigeant et en collaboration avec plusieurs équipes (produit, data, infrastructure, développement), vou…",adzuna_api,fr
Intervenant(e) en Data Science & Machine Learning F/H,IJSCHOOL,"Lille-Nord, Lille",32000,48000,,"Animer des formations ou cours en présentiel et/ou à distance. Élaborer du contenu pédagogique si nécessaire. Adapter les contenus au public cible (étudiants, professionnels, demandeurs d’emploi). Évaluer les acquis des apprenants. Participer ponctuellement à des réunions pédagogiques. Modélisation et algorithmes de machine learning Savoir expliquer les modèles supervisés/non supervisés (régression, arbres, SVM, clustering, etc.) et les algorithmes d’optimisation. Maîtrise des langages et outil…",adzuna_api,fr
Architecte Applicatif & Cloud Iot - Industrie 4.0 H/F,Coexya,"Rhône, Auvergne-Rhône-Alpes",52000,65000,,"CE QUE L'ON VOUS PROPOSE En tant qu'Architecte Applicatif Industrie et IoT, vous jouez un rôle stratégique dans la définition et la mise en oeuvre de solutions adaptées aux enjeux de nos clients industriels. Vous avez la charge de concevoir des architectures robustes et évolutives pour les systèmes MES et IoT, tout en résolvant des problématiques de connectivité entre les équipements et les logiciels existants avec les applicatifs hébergés dans le cloud Microsoft Azure. - Votre travail vise à r…",adzuna_api,fr
Médecin généraliste H/F - Saint-Cloud 92,Emploi Médecin généraliste Saint-Cloud 92210,"Saint-Cloud, Boulogne-Billancourt",5000,15000,,"Offre emploi Médecin généraliste H/F à Saint-Cloud , proposant d'excellentes conditions d'exercices. Plus d'informations sur ce poste ? Contactez-nous au 0744716508 Emploi Médecin généraliste H/F - Saint-Cloud 92 Nous recherchons un médecin généraliste H/F afin d'intégrer un centre de santé situé à Saint-Cloud (Hauts-de-Seine), dans le cadre d'un poste en CDI . Détails du poste - Contrat en salariat - Temps plein ou adaptation possible du volume de consultations selon les souhaits du praticien …",adzuna_api,fr
Commercial cloud,FLINKERS,"Suresnes, Nanterre",50000,50000,,"Description du poste Missions Principales : ● Prospection et Développement Commercial : ○ Chasser de nouveaux clients (ETI, éditeurs de logiciels) comme un pro.  ○ Développer et entretenir un réseau professionnel en béton. ○ Analyser les besoins des clients et proposer des solutions cloud et infrastructure sur mesure qui font mouche (offres sur mesure, infogérance de production). ○ Présenter et défendre les offres commerciales avec brio. ○ Assurer le closing des affaires et célébrer les victoir…",adzuna_api,fr
Intégrateur Cloud Openstack - Noisy·le-Grand H/F,Alveor,"Noisy-le-Grand, Le Raincy",55000,60000,,"Contexte de la mission La mission s'effectue au sein de l'équipe Cloud, composée de 14 personnes (internes et externes), en charge de la conception, de l'évolution et de la maintenance de la plateforme Cloud basée sur OpenStack. Cette équipe collabore avec plusieurs entités : sécurité, exploitation, intégration, réseau, et gestion des bénéficiaires. Le projet comprend notamment la montée de version de la plateforme OpenStack et le développement de nouveaux services ""as a service"" TJM a determin…",adzuna_api,fr
Consultant Strategie Cloud Clients Multinationales H/F,Florian Mantione Institut RH,"Paris, Ile-de-France",125000,125000,,"L'objectif principal est de concevoir des réponses technico-commerciales différenciantes, en lien avec les enjeux de transformation digitale des clients. Ce poste implique une forte interaction avec les directions techniques, les décideurs métiers et les équipes internes (architecture, delivery, conseil), dans un contexte d'organisation agile et en évolution rapide. Les missions principales non limitatives sont les suivantes : - Intervenir en phase amont des projets pour cadrer les besoins et d…",adzuna_api,fr
Ingénieur Produit Cloud - Serveurs H/F,Manpower,"Les-Clayes-Sous-Bois, Versailles",50000,50000,,"Notre client (acteur majeur sur son secteur) assure le développement, la conception et la distribution d'équipements de diagnostic destinés au marché de l'industrie automobile Afin de renforcer leurs équipes dédiées aux serveurs, nous recherchons un Ingénieur Produit (Cloud/Serveur) H/F pour participer à l'évolution des interfaces serveur externe et équipements, synchronisés sur différents serveurs. En tant qu'Ingénieur Produit Cloud/Serveur (H/F), vous rejoignez l'équipe dédiée à l'évolution d…",adzuna_api,fr
Apprenticeship - Cloud Operator - September 2025 H/F,GIE Axa,"Paris, Ile-de-France",842,2158,,"Le siège d'AXA regroupe les activités corporatives du groupe et supervise les entités mondiales, assurant la coordination stratégique et la conformité aux normes, ainsi que la cohérence des approches commerciales. Au sein de l'équipe CIO, vous rejoindrez l'équipe IT Excellence en tant qu'Opérateur Cloud. VOTRE RÔLE ET RESPONSABILITÉS : - Déploiement et mise en oeuvre des pipelines Azure DEVOPS - Développement de modules Terraform - Tâches d'automatisation (scripting dans des langages de dévelop…",adzuna_api,fr
Expert ERP Oracle Cloud Fusion Integration H/F,Fed IT,"Paris, Ile-de-France",75000,90000,,"Fed IT, cabinet entièrement dédié aux recrutements spécialisés sur les métiers de l'informatique (Infra, Data, Développement, MOA, MOE, Management), recherche pour un de ses clients dans le secteur de la santé, un ou une : Expert ERP Oracle Cloud Fusion Integration (H/F). Le poste est à pourvoir dans le cadre d'un CDI chez le client final. Rattaché au Responsable ERP, vous aurez la charge de l'architecture technique et de la gouvernance sur l'ERP Oracle Cloud Fusion en mode SAAS, principalement…",adzuna_api,fr
Gynécologue H/F - Saint-Cloud 92,Emploi Gynécologue Saint-Cloud 92210,"Saint-Cloud, Boulogne-Billancourt",7500,12000,,"Offre emploi Gynécologue H/F à Saint-Cloud , proposant d'excellentes conditions d'exercices. Plus d'informations sur ce poste ? Contactez-nous au 0744716508 Emploi Gynécologue H/F - Saint-Cloud 92 Nous recherchons un gynécologue H/F afin d'intégrer un centre de santé situé à Saint-Cloud (Hauts-de-Seine), dans le cadre d'un poste en CDI . Détails du poste - Contrat en salariat - Temps plein ou adaptation possible du volume de consultations selon les souhaits du praticien - Structure intégrée à u…",adzuna_api,fr
Endocrinologue - Saint-Cloud 92 H/F,Emploi Endocrinologue Saint-Cloud 92210,"Saint-Cloud, Boulogne-Billancourt",5000,12000,,"Offre emploi Endocrinologue H/F à Saint-Cloud , proposant d'excellentes conditions d'exercices. Plus d'informations sur ce poste ? Contactez-nous au 0744716508 Emploi Endocrinologue H/F - Saint-Cloud 92 Nous recherchons un endocrinologue H/F afin d?intégrer un centre de santé situé à Saint-Cloud (Hauts-de-Seine), dans le cadre d?un poste en CDI . Détails du poste - Contrat en salariat - Temps plein ou adaptation possible du volume de consultations selon les souhaits du praticien - Structure int…",adzuna_api,fr
Pédiatre - Saint-Cloud 92 H/F,Emploi Pédiatre Saint-Cloud 92210,"Saint-Cloud, Boulogne-Billancourt",7500,12000,,"Offre emploi Pédiatre H/F à Saint-Cloud , proposant d'excellentes conditions d'exercices. Plus d'informations sur ce poste ? Contactez-nous au 0744716508 Emploi Pédiatre H/F - Saint-Cloud 92 Nous recherchons un pédiatre H/F afin d?intégrer un centre de santé situé à Saint-Cloud (Hauts-de-Seine), dans le cadre d?un poste en CDI . Détails du poste - Contrat en salariat - Temps plein ou adaptation possible du volume de consultations selon les souhaits du praticien - Structure intégrée à un groupem…",adzuna_api,fr
Pneumologue - Saint-Cloud 92 H/F,Emploi Pneumologue Saint-Cloud 92210,"Saint-Cloud, Boulogne-Billancourt",5000,12000,,"Offre emploi Pneumologue H/F à Saint-Cloud , proposant d'excellentes conditions d'exercices. Plus d'informations sur ce poste ? Contactez-nous au 0744716508 Emploi Pneumologue H/F - Saint-Cloud 92 Nous recherchons un pneumologue H/F afin d'intégrer un centre de santé situé à Saint-Cloud (Hauts-de-Seine), dans le cadre d'un poste en CDI . Détails du poste - Contrat en salariat - Temps plein ou adaptation possible du volume de consultations selon les souhaits du praticien - Structure intégrée à u…",adzuna_api,fr
Neurologue H/F - Saint-Cloud 92,Emploi Neurologue Saint-Cloud 92210,"Saint-Cloud, Boulogne-Billancourt",7500,12000,,"Offre emploi Neurologue H/F à Saint-Cloud , proposant d'excellentes conditions d'exercices. Plus d'informations sur ce poste ? Contactez-nous au 0744716508 Emploi Neurologue H/F - Saint-Cloud 92 Nous recherchons un neurologue H/F afin d?intégrer un centre de santé situé à Saint-Cloud (Hauts-de-Seine), dans le cadre d?un poste en CDI . Détails du poste - Contrat en salariat - Temps plein ou adaptation possible du volume de consultations selon les souhaits du praticien - Structure intégrée à un g…",adzuna_api,fr
Allergologue - Saint-Cloud 92 H/F,Emploi Allergologue Saint-Cloud 92210,"Saint-Cloud, Boulogne-Billancourt",5000,12000,,"Offre emploi Allergologue H/F à Saint-Cloud , proposant d'excellentes conditions d'exercices. Plus d'informations sur ce poste ? Contactez-nous au 0744716508 Emploi Allergologue H/F - Saint-Cloud 92 Nous recherchons un allergologue H/F afin d?intégrer un centre de santé situé à Saint-Cloud (Hauts-de-Seine), dans le cadre d?un poste en CDI . Détails du poste - Contrat en salariat - Temps plein ou adaptation possible du volume de consultations selon les souhaits du praticien - Structure intégrée …",adzuna_api,fr
